"Call No","Taken Date","Closed Date","Closed Year","Days With APT","Days With Customer","Total Days","Chargeable","Project Work","Quote Time","Quote Amount","Time Hours Estimated","Time Hours Total","Net Time"
"169202","2015-09-28","2015-10-06","2015","0","6","6","U","","0","0","0.00","0.58","-1"
"169203","2015-09-28","2015-09-28","2015","0","0","0","N","N","0","0","0.00","0.08","-0"
"169204","2015-09-28","2015-10-02","2015","3","1","4","N","N","0","0","0.00","0.66","-1"
"169205","2015-09-28","2015-09-29","2015","0","1","1","U","","0","0","0.00","0.50","-0"
"169206","2015-09-29","2015-10-21","2015","11","5","16","Y","","1","101","1.00","2.41","-1"
"169207","2015-09-29","2015-10-23","2015","0","18","18","N","N","0","0","0.00","0.08","-0"
"169208","2015-09-29","2015-09-29","2015","0","0","0","N","N","0","0","0.00","0.49","-0"
"169211","2015-09-29","2015-11-30","2015","19","0","19","R","N","2","220","1.00","0.25","1"
"169212","2015-09-29","2015-10-04","2015","3","0","3","U","","0","0","0.00","0.33","-0"
"169214","2015-09-29","2015-11-02","2015","21","3","24","Y","N","1","110","1.00","3.00","-2"
"169215","2015-09-29","2015-10-06","2015","4","1","5","U","","0","0","0.00","1.00","-1"
"169216","2015-09-29","2016-01-27","2016","0","86","86","N","N","0","0","0.00","0.00","0"
"169217","2015-09-29","2015-12-16","2015","3","53","56","N","N","0","0","0.00","0.58","-1"
"169218","2015-09-29","2016-04-07","2016","137","0","137","R","","0","1,026","0.00","0.50","-0"
"169220","2015-09-29","2016-03-15","2016","120","0","120","N","N","0","0","0.00","1.66","-2"
"169221","2015-09-30","2016-01-13","2016","43","32","75","N","N","0","0","0.00","0.50","-0"
"169222","2015-09-30","2015-10-06","2015","0","4","4","U","","0","0","0.00","0.00","0"
"169223","2015-09-30","2015-10-12","2015","1","7","8","N","N","0","0","0.00","0.33","-0"
"169224","2015-09-30","2015-10-04","2015","0","2","2","N","N","0","0","0.00","0.16","-0"
"169225","2015-09-30","2015-11-25","2015","40","0","40","R","N","0","1,000","0.00","0.00","0"
"169226","2015-09-30","2015-09-30","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169227","2015-09-30","2015-10-15","2015","11","0","11","N","N","0","0","0.00","0.00","0"
"169229","2015-09-30","2015-10-12","2015","1","7","8","N","N","0","0","0.00","0.50","-0"
"169230","2015-09-30","2015-10-19","2015","13","206","219","N","N","0","0","0.00","0.25","-0"
"169231","2015-09-30","2016-01-27","2016","3","82","85","N","N","0","0","0.00","0.00","0"
"169232","2015-09-30","2015-10-22","2015","15","0","15","U","","0","0","0.00","3.00","-3"
"169233","2015-09-30","2015-11-18","2015","2","33","35","N","N","0","0","0.00","2.32","-2"
"169234","2015-09-30","2015-10-01","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"169236","2015-09-30","2015-10-01","2015","0","1","1","U","","0","0","0.00","0.49","-0"
"169237","2015-09-30","2015-10-01","2015","1","0","1","N","N","0","0","0.00","0.16","-0"
"169238","2015-09-30","2015-12-02","2015","9","36","45","N","N","0","0","0.00","0.00","0"
"169239","2015-09-30","2015-12-03","2015","46","0","46","N","N","0","0","0.00","4.24","-4"
"169240","2015-09-30","2015-10-13","2015","6","3","9","Y","N","0","1,137","0.00","2.50","-2"
"169241","2015-09-30","2015-11-05","2015","3","23","26","U","","0","0","0.00","1.33","-1"
"169242","2015-09-30","2015-10-21","2015","5","10","15","Y","","2","250","0.00","7.32","-7"
"169243","2015-10-01","2015-10-06","2015","0","3","3","U","","0","0","0.00","0.00","0"
"169244","2015-10-01","2015-10-02","2015","0","1","1","U","","0","0","0.00","0.00","0"
"169245","2015-10-01","2015-10-06","2015","0","3","3","U","","0","0","0.00","0.50","-0"
"169246","2015-10-01","2015-10-06","2015","1","2","3","U","","0","0","0.00","0.00","0"
"169247","2015-10-01","2015-10-02","2015","1","0","1","N","N","0","0","0.00","2.33","-2"
"169249","2015-10-01","2015-10-19","2015","11","1","12","U","","0","0","0.00","0.25","-0"
"169250","2015-10-01","2015-10-28","2015","1","18","19","N","N","0","0","0.00","0.08","-0"
"169252","2015-10-01","2015-10-01","2015","0","0","0","Y","N","0","3,969","0.00","0.00","0"
"169253","2015-10-01","2015-10-01","2015","0","0","0","Y","N","0","188","0.00","0.00","0"
"169254","2015-10-01","2016-04-01","2016","86","45","131","R","N","3","330","2.00","6.40","-4"
"169255","2015-10-01","2015-12-16","2015","1","53","54","N","N","0","0","0.00","0.58","-1"
"169257","2015-10-01","2015-10-13","2015","8","0","8","Y","N","0","75","0.00","0.00","0"
"169258","2015-10-01","2015-10-02","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169259","2015-10-01","2015-12-02","2015","9","35","44","U","","0","0","0.00","0.00","0"
"169260","2015-10-01","2015-10-04","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"169261","2015-10-01","2015-10-05","2015","2","0","2","N","N","0","0","0.00","0.00","0"
"169262","2015-10-01","2016-04-06","2016","46","88","134","Y","N","3","302","2.00","1.00","1"
"169263","2015-10-01","2015-10-19","2015","3","9","12","N","N","0","0","0.00","0.49","-0"
"169264","2015-10-01","2015-10-05","2015","1","1","2","N","N","0","0","0.00","0.00","0"
"169265","2015-10-01","2015-10-07","2015","2","2","4","U","","0","0","0.00","0.00","0"
"169266","2015-10-02","2015-10-06","2015","0","2","2","U","","0","0","0.00","0.00","0"
"169267","2015-10-02","2015-10-07","2015","2","1","3","U","","0","0","0.00","0.00","0"
"169268","2015-10-02","2015-10-06","2015","1","1","2","U","","0","0","0.00","0.00","0"
"169269","2015-10-02","2015-10-08","2015","3","1","4","U","","0","0","0.00","1.50","-2"
"169270","2015-10-02","2015-10-08","2015","3","1","4","U","","0","0","0.00","0.16","-0"
"169271","2015-10-02","2015-12-14","2015","34","17","51","N","","0","0","0.00","0.00","0"
"169272","2015-10-02","2015-10-02","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169274","2015-10-02","2015-10-08","2015","4","0","4","U","","0","0","0.00","0.00","0"
"169277","2015-10-02","2015-10-02","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169278","2015-10-02","2015-10-20","2015","12","0","12","N","N","0","0","0.00","0.08","-0"
"169279","2015-10-02","2015-10-02","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169280","2015-10-02","2015-10-08","2015","4","0","4","U","Y","0","0","0.00","0.00","0"
"169281","2015-10-02","2015-10-07","2015","1","2","3","N","N","0","0","0.00","2.50","-2"
"169282","2015-10-02","2015-11-04","2015","1","22","23","N","N","0","0","0.00","0.08","-0"
"169283","2015-10-05","2016-04-21","2016","116","27","143","N","N","0","0","0.00","0.00","0"
"169284","2015-10-05","2015-10-19","2015","6","4","10","N","N","0","0","0.00","0.50","-0"
"169285","2015-10-05","2015-10-06","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169286","2015-10-05","2015-10-08","2015","3","0","3","U","","0","0","0.00","0.25","-0"
"169287","2015-10-05","2015-12-30","2015","45","17","62","U","N","0","0","0.00","151.75","-152"
"169288","2015-10-05","2015-11-25","2015","1","36","37","N","N","0","0","0.00","0.66","-1"
"169289","2015-10-05","2015-10-05","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169291","2015-10-05","2015-11-18","2015","7","25","32","U","","0","0","0.00","0.00","0"
"169293","2015-10-05","2015-10-07","2015","2","0","2","N","N","0","0","0.00","0.00","0"
"169294","2015-10-05","2015-10-07","2015","2","0","2","U","","0","0","0.00","0.33","-0"
"169296","2015-10-05","2016-03-23","2016","48","74","122","Y","N","8","880","5.00","9.50","-4"
"169297","2015-10-05","2015-10-22","2015","13","0","13","N","N","0","0","0.00","0.00","0"
"169298","2015-10-05","2015-10-06","2015","0","0","0","","","0","0","0.00","0.00","0"
"169299","2015-10-05","2015-10-07","2015","2","0","2","N","N","0","0","0.00","0.00","0"
"169302","2015-10-05","2015-12-02","2015","7","35","42","N","N","0","0","0.00","0.00","0"
"169318","2015-10-06","2016-03-16","2016","109","7","116","Y","N","1","125","0.00","5.58","-6"
"169319","2015-10-06","2015-10-22","2015","11","1","12","U","","0","0","0.00","0.75","-1"
"169320","2015-10-06","2016-01-13","2016","0","71","71","N","N","0","0","0.00","2.75","-3"
"169321","2015-10-06","2015-10-15","2015","3","4","7","N","","0","0","0.00","0.50","-0"
"169322","2015-10-06","2016-03-08","2016","101","9","110","B","","2","201","1.00","3.33","-2"
"169323","2015-10-06","2015-11-16","2015","5","24","29","U","","0","0","0.00","2.05","-2"
"169324","2015-10-06","2015-10-07","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169325","2015-10-06","2015-10-07","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169326","2015-10-06","2015-10-08","2015","2","0","2","N","N","0","0","0.00","0.25","-0"
"169327","2015-10-06","2015-11-11","2015","10","16","26","Y","N","2","201","1.00","0.58","0"
"169328","2015-10-06","2016-01-19","2016","75","0","75","N","N","0","0","0.00","1.33","-1"
"169329","2015-10-06","2015-11-26","2015","30","7","37","R","Y","5","550","2.00","0.00","2"
"169331","2015-10-06","2015-11-19","2015","32","0","32","Y","N","16","1,760","15.00","9.00","6"
"169332","2015-10-06","2016-03-30","2016","102","67","169","Y","N","0","6,270","0.00","23.00","-23"
"169333","2015-10-06","2015-11-26","2015","37","0","37","Y","N","0","1,200","7.50","0.00","8"
"169335","2015-10-06","2015-10-19","2015","9","0","9","N","N","0","0","0.00","0.24","-0"
"169336","2015-10-06","2015-11-03","2015","20","0","20","N","N","0","0","0.00","0.08","-0"
"169337","2015-10-06","2015-10-07","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169338","2015-10-06","2015-10-07","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169339","2015-10-06","2015-11-27","2015","32","6","38","N","N","0","0","0.00","3.83","-4"
"169340","2015-10-06","2015-10-07","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169341","2015-10-06","2015-10-06","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169342","2015-10-06","2015-10-27","2015","15","0","15","U","","0","0","0.00","0.00","0"
"169343","2015-10-06","2015-10-30","2015","6","12","18","U","","0","0","0.00","0.08","-0"
"169344","2015-10-06","2015-10-06","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169345","2015-10-06","2015-10-14","2015","5","1","6","N","N","0","0","0.00","0.00","0"
"169346","2015-10-06","2015-10-21","2015","5","6","11","N","N","0","0","0.00","1.08","-1"
"169347","2015-10-06","2015-11-04","2015","2","19","21","N","N","0","0","0.00","0.66","-1"
"169348","2015-10-07","2015-12-11","2015","33","14","47","N","N","0","0","0.00","4.16","-4"
"169349","2015-10-07","2015-10-07","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169350","2015-10-07","2015-10-07","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169351","2015-10-07","2015-10-09","2015","1","1","2","U","","0","0","0.00","0.00","0"
"169353","2015-10-07","2015-10-08","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"169354","2015-10-07","2015-11-25","2015","1","34","35","N","N","0","0","0.00","0.00","0"
"169355","2015-10-07","2016-01-15","2016","72","0","72","N","N","0","0","0.00","0.00","0"
"169356","2015-10-07","2015-10-08","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169357","2015-10-07","2015-10-08","2015","1","217","218","N","N","0","0","0.00","0.50","-0"
"169358","2015-10-07","2015-10-15","2015","5","1","6","Y","N","1","110","1.00","0.33","1"
"169359","2015-10-07","2015-11-12","2015","21","5","26","N","N","0","0","0.00","0.24","-0"
"169360","2015-10-07","2016-01-20","2016","26","49","75","Y","N","5","550","3.00","5.39","-2"
"169361","2015-10-07","2016-01-27","2016","38","42","80","R","N","0","9,875","0.00","5.24","-5"
"169362","2015-10-07","2015-10-08","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169363","2015-10-07","2015-10-08","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169364","2015-10-07","2015-10-08","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169365","2015-10-07","2015-10-08","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"169366","2015-10-08","2015-10-08","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169367","2015-10-08","2015-10-15","2015","5","0","5","N","N","0","0","0.00","0.00","0"
"169368","2015-10-08","2015-10-08","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169369","2015-10-08","2015-10-08","2015","0","0","0","U","","0","0","0.00","0.50","-0"
"169370","2015-10-08","2015-10-08","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169371","2015-10-08","2015-10-09","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"169372","2015-10-08","2015-10-08","2015","0","0","0","U","","0","0","0.00","0.25","-0"
"169373","2015-10-08","2015-12-02","2015","4","35","39","N","N","0","0","0.00","5.22","-5"
"169374","2015-10-08","2015-10-09","2015","0","1","1","U","","0","0","0.00","0.00","0"
"169375","2015-10-08","2015-11-02","2015","15","2","17","U","","0","0","0.00","1.00","-1"
"169376","2015-10-08","2015-12-22","2015","24","29","53","Y","","2","220","1.00","1.40","-0"
"169377","2015-10-08","2015-11-11","2015","5","19","24","Y","N","2","220","0.00","0.99","-1"
"169378","2015-10-08","2016-01-13","2016","4","65","69","N","N","0","0","0.00","0.50","-0"
"169379","2015-10-08","2015-11-25","2015","0","34","34","N","N","0","0","0.00","0.00","0"
"169380","2015-10-08","2015-11-12","2015","5","20","25","Y","N","0","2,236","0.00","0.24","-0"
"169381","2015-10-08","2015-10-09","2015","0","1","1","N","N","0","0","0.00","0.83","-1"
"169382","2015-10-08","2016-02-24","2016","43","50","93","Y","N","2","220","1.00","0.65","0"
"169383","2015-10-08","2015-10-09","2015","1","0","1","N","N","0","0","0.00","0.33","-0"
"169384","2015-10-08","2016-05-10","2016","91","62","153","N","Y","0","0","0.00","0.00","0"
"169385","2015-10-08","2016-03-30","2016","107","17","124","Y","N","2","220","1.00","0.40","1"
"169386","2015-10-08","2015-12-23","2015","0","54","54","N","N","0","0","0.00","0.00","0"
"169387","2015-10-08","2015-11-20","2015","31","0","31","Y","N","0","1,080","0.00","49.30","-49"
"169388","2015-10-08","2015-11-20","2015","31","0","31","Y","N","0","860","0.00","37.66","-38"
"169389","2015-10-08","2015-10-08","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169390","2015-10-08","2015-12-23","2015","18","35","53","N","N","0","0","0.00","2.00","-2"
"169391","2015-10-08","2015-11-17","2015","9","19","28","R","N","6","660","4.00","1.50","2"
"169392","2015-10-08","2015-11-11","2015","22","2","24","Y","N","3","330","2.00","1.83","0"
"169394","2015-10-08","2015-10-09","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169395","2015-10-09","2015-10-09","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169396","2015-10-09","2015-10-09","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169397","2015-10-09","2015-10-22","2015","2","7","9","U","","0","0","0.00","0.33","-0"
"169398","2015-10-09","2015-10-09","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169399","2015-10-09","2016-02-10","2016","14","74","88","Y","N","2","201","1.00","3.73","-3"
"169401","2015-10-09","2015-10-22","2015","6","3","9","U","","0","0","0.00","0.08","-0"
"169402","2015-10-09","2015-10-27","2015","0","12","12","U","","0","0","0.00","0.08","-0"
"169403","2015-10-09","2015-10-12","2015","0","1","1","U","","0","0","0.00","0.25","-0"
"169404","2015-10-09","2015-11-24","2015","12","20","32","U","","0","0","0.00","1.98","-2"
"169405","2015-10-09","2015-10-09","2015","0","0","0","N","N","0","0","0.00","0.08","-0"
"169406","2015-10-09","2015-11-11","2015","1","22","23","N","N","0","0","0.00","0.00","0"
"169408","2015-10-09","2015-11-24","2015","0","32","32","U","","0","0","0.00","0.25","-0"
"169409","2015-10-09","2015-10-12","2015","0","1","1","N","N","0","0","0.00","0.50","-0"
"169410","2015-10-09","2015-11-25","2015","1","32","33","N","N","0","0","0.00","0.00","0"
"169411","2015-10-09","2015-12-02","2015","24","14","38","Y","N","1","110","1.00","0.65","0"
"169412","2015-10-12","2015-10-22","2015","1","7","8","U","","0","0","0.00","1.50","-2"
"169413","2015-10-12","2015-11-12","2015","3","20","23","U","","0","0","0.00","0.00","0"
"169414","2015-10-12","2015-10-20","2015","0","6","6","N","","0","0","0.00","0.00","0"
"169415","2015-10-12","2015-11-25","2015","0","32","32","U","","0","0","0.00","0.25","-0"
"169416","2015-10-12","2016-01-13","2016","1","66","67","N","","0","0","0.00","0.00","0"
"169417","2015-10-12","2015-10-12","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169418","2015-10-12","2015-10-12","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169419","2015-10-12","2015-10-14","2015","2","0","2","N","","0","0","0.00","0.00","0"
"169420","2015-10-12","2015-11-10","2015","11","10","21","N","N","0","0","0.00","6.58","-7"
"169421","2015-10-12","2015-12-02","2015","2","35","37","N","N","0","0","0.00","0.00","0"
"169422","2015-10-12","2015-10-15","2015","2","1","3","N","N","0","0","0.00","0.00","0"
"169423","2015-10-12","2015-11-18","2015","3","24","27","N","N","0","0","0.00","0.00","0"
"169428","2015-10-12","2015-10-26","2015","0","10","10","N","N","0","0","0.00","0.08","-0"
"169429","2015-10-12","2015-10-19","2015","5","0","5","U","N","0","0","0.00","0.16","-0"
"169430","2015-10-12","2016-04-11","2016","31","99","130","R","N","2","201","1.00","0.00","1"
"169431","2015-10-12","2015-10-21","2015","0","7","7","N","N","0","0","0.00","0.00","0"
"169432","2015-10-12","2015-11-17","2015","26","0","26","R","N","0","452","0.00","0.16","-0"
"169434","2015-10-12","2015-10-13","2015","0","1","1","U","","0","0","0.00","0.25","-0"
"169435","2015-10-12","2015-12-23","2015","51","1","52","R","N","6","660","0.00","0.66","-1"
"169437","2015-10-12","2016-01-22","2016","74","0","74","N","N","0","0","0.00","0.16","-0"
"169438","2015-10-12","2015-11-17","2015","26","0","26","R","N","3","330","2.00","0.00","2"
"169439","2015-10-12","2015-11-18","2015","4","23","27","N","N","0","0","0.00","0.08","-0"
"169441","2015-10-12","2015-10-15","2015","2","1","3","U","","0","0","0.00","0.00","0"
"169442","2015-10-12","2015-11-24","2015","31","0","31","U","","0","0","0.00","7.16","-7"
"169443","2015-10-12","2016-05-05","2016","53","95","148","R","","4","500","4.00","0.00","4"
"169444","2015-10-12","2015-10-22","2015","1","7","8","U","","0","0","0.00","0.00","0"
"169445","2015-10-12","2015-10-13","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169446","2015-10-12","2015-10-13","2015","1","0","1","U","","0","0","0.00","0.00","0"
"169447","2015-10-13","2015-10-28","2015","5","6","11","N","N","0","0","0.00","0.08","-0"
"169448","2015-10-13","2015-12-23","2015","10","41","51","Y","N","1","101","1.00","1.16","-0"
